Street , Type, Room, Occupants,Appliance,Floor,Occupancy,Summer,Winter
Hoover , Bungalow, 3, 3, 8, 0, 87,199, 238.8
Ellendale , Apartment, 1, 1, 3, 1, 97,199.5, 119.7
Ellendale , Bungalow, 2, 4, 4, 0, 85,119, 142.8
Ellendale , Apartment, 1, 1, 2, 0, 100,137, 164.4
Vermont , Bungalow, 1, 1, 4, 1, 94,259.5, 155.7
Orchard , Bungalow, 2, 5, 5, 1, 100,255, 153
Orchard , Apartment, 1, 2, 3, 1, 87,153, 91.8
Figueroa , Apartment, 1, 1, 4, 1, 89,279, 167.4
Orchard , Apartment, 1, 1, 2, 1, 91,256.5, 153.9
Hoover , Bungalow, 2, 5, 6, 0, 94,149, 178.8
Jefferson , Bungalow, 3, 6, 6, 1, 88,291, 174.6
Orchard , Apartment, 1, 1, 4, 1, 101,294, 176.4
Menlo , Apartment, 1, 1, 2, 1, 98,213, 127.8
Hoover , Apartment, 2, 5, 5, 1, 104,294, 176.4
ThirtyWest , Apartment, 1, 1, 4, 0, 96,171, 205.2
Figueroa , Apartment, 1, 2, 3, 0, 104,198, 237.6
Vermont , Bungalow, 1, 2, 3, 0, 100,112, 134.4
Menlo , Apartment, 1, 1, 3, 0, 92,107, 128.4
TwentyThird , Apartment, 1, 2, 2, 1, 93,213, 127.8
ThirtyWest , Apartment, 3, 5, 8, 0, 89,110, 132
Menlo , Bungalow, 3, 6, 8, 0, 105,120, 144
Figueroa , Bungalow, 2, 6, 6, 0, 91,168, 201.6
Figueroa , Bungalow, 2, 4, 6, 1, 105,213, 127.8
Vermont , Apartment, 2, 5, 5, 0, 86,120, 144
ThirtyWest , Apartment, 1, 1, 4, 1, 92,271.5, 162.9
Menlo , Apartment, 1, 2, 4, 1, 95,151.5, 90.9
Adams , Apartment, 1, 1, 4, 1, 86,270, 162
Menlo , Apartment, 1, 1, 3, 0, 93,130, 156
Ellendale , Apartment, 3, 6, 8, 0, 105,136, 163.2
Figueroa , Apartment, 1, 1, 2, 1, 102,196.5, 117.9
Figueroa , Bungalow, 1, 2, 3, 1, 88,300, 180
Orchard , Apartment, 3, 4, 6, 0, 104,129, 154.8
Hoover , Apartment, 3, 6, 6, 0, 95,142, 170.4
TwentyThird , Bungalow, 3, 4, 8, 0, 93,177, 212.4
Vermont , Bungalow, 3, 4, 6, 1, 99,160.5, 96.3
Figueroa , Bungalow, 1, 1, 4, 0, 105,141, 169.2
Vermont , Apartment, 1, 2, 4, 1, 103,202.5, 121.5
TwentyThird , Apartment, 3, 4, 6, 1, 93,232.5, 139.5
Menlo , Bungalow, 1, 2, 3, 1, 93,300, 180
TwentyThird , Bungalow, 2, 3, 5, 1, 98,285, 171
Menlo , Bungalow, 3, 5, 8, 0, 105,140, 168
Vermont , Apartment, 3, 6, 8, 1, 88,190.5, 114.3
Hoover , Bungalow, 1, 1, 2, 1, 104,226.5, 135.9
Hoover , Bungalow, 2, 6, 4, 0, 103,132, 158.4
Vermont , Bungalow, 2, 6, 5, 0, 104,159, 190.8
Orchard , Bungalow, 3, 4, 7, 1, 105,211.5, 126.9
ThirtyWest , Apartment, 1, 2, 3, 0, 93,119, 142.8
Hoover , Apartment, 2, 5, 4, 0, 86,128, 153.6
Menlo , Apartment, 2, 3, 5, 0, 91,196, 235.2
Hoover , Apartment, 1, 1, 4, 1, 88,184.5, 110.7
Jefferson , Apartment, 2, 4, 6, 1, 94,159, 95.4
Figueroa , Apartment, 1, 2, 3, 0, 102,170, 204
Hoover , Bungalow, 3, 5, 8, 0, 94,163, 195.6
Vermont , Bungalow, 3, 5, 6, 0, 104,167, 200.4
Figueroa , Bungalow, 2, 4, 4, 1, 96,183, 109.8
Jefferson , Bungalow, 1, 1, 2, 0, 103,132, 158.4
Figueroa , Apartment, 2, 6, 6, 0, 89,129, 154.8
Orchard , Apartment, 3, 3, 8, 0, 87,166, 199.2
Orchard , Apartment, 1, 2, 3, 1, 96,187.5, 112.5
Figueroa , Apartment, 2, 5, 5, 0, 91,111, 133.2
Jefferson , Bungalow, 1, 1, 4, 1, 85,220.5, 132.3
Jefferson , Bungalow, 2, 6, 6, 1, 94,223.5, 134.1
Jefferson , Bungalow, 1, 2, 4, 0, 93,150, 180
Jefferson , Bungalow, 2, 5, 6, 0, 104,164, 196.8
Hoover , Bungalow, 2, 5, 6, 0, 94,112, 134.4
Ellendale , Bungalow, 2, 4, 4, 1, 86,240, 144
Figueroa , Bungalow, 1, 1, 3, 0, 96,117, 140.4
Orchard , Bungalow, 2, 3, 4, 0, 89,137, 164.4
Vermont , Apartment, 1, 2, 2, 1, 102,178.5, 107.1
ThirtyWest , Apartment, 1, 2, 3, 1, 97,199.5, 119.7
Vermont , Apartment, 2, 5, 5, 0, 88,138, 165.6
Menlo , Apartment, 3, 6, 7, 1, 103,162, 97.2
Ellendale , Bungalow, 3, 6, 6, 0, 100,138, 165.6
Adams , Bungalow, 3, 4, 6, 1, 104,178.5, 107.1
Jefferson , Apartment, 1, 2, 4, 0, 99,183, 219.6
Jefferson , Apartment, 1, 2, 2, 0, 94,105, 126
Jefferson , Apartment, 2, 4, 5, 0, 90,184, 220.8
Menlo , Bungalow, 3, 6, 6, 0, 87,105, 126
Vermont , Bungalow, 2, 3, 4, 0, 88,163, 195.6
Vermont , Bungalow, 1, 2, 3, 1, 87,217.5, 130.5
Vermont , Bungalow, 2, 5, 6, 0, 87,119, 142.8
Adams , Apartment, 2, 5, 5, 1, 87,283.5, 170.1
Vermont , Apartment, 2, 4, 5, 0, 88,165, 198
Ellendale , Bungalow, 3, 6, 6, 0, 87,141, 169.2
Figueroa , Bungalow, 3, 5, 6, 1, 102,219, 131.4
Menlo , Bungalow, 3, 5, 8, 0, 102,135, 162
ThirtyWest , Bungalow, 2, 4, 5, 0, 92,103, 123.6
Menlo , Bungalow, 3, 5, 8, 1, 101,213, 127.8
Figueroa , Bungalow, 1, 1, 2, 0, 93,117, 140.4
Hoover , Apartment, 2, 3, 5, 1, 96,300, 180
Figueroa , Bungalow, 2, 5, 5, 0, 95,128, 153.6
Vermont , Bungalow, 2, 6, 4, 0, 93,136, 163.2
Orchard , Bungalow, 1, 1, 4, 0, 93,155, 186
Hoover , Bungalow, 1, 2, 2, 1, 88,202.5, 121.5
Ellendale , Bungalow, 1, 2, 2, 0, 93,139, 166.8
Jefferson , Bungalow, 1, 1, 2, 0, 85,178, 213.6
Orchard , Bungalow, 1, 1, 2, 0, 86,183, 219.6
Jefferson , Apartment, 3, 3, 7, 1, 98,220.5, 132.3
Adams , Apartment, 1, 2, 2, 1, 87,250.5, 150.3
ThirtyWest , Bungalow, 3, 3, 8, 1, 96,285, 171
Vermont , Bungalow, 3, 6, 7, 0, 93,160, 192
Vermont , Apartment, 1, 1, 4, 1, 85,232.5, 139.5
ThirtyWest , Apartment, 1, 1, 4, 1, 85,241.5, 144.9
Vermont , Apartment, 2, 4, 5, 0, 105,184, 220.8
Adams , Bungalow, 2, 6, 5, 0, 85,136, 163.2
Adams , Apartment, 2, 6, 6, 1, 85,283.5, 170.1
Vermont , Apartment, 1, 1, 3, 0, 90,134, 160.8
Ellendale , Apartment, 2, 5, 6, 0, 87,159, 190.8
Vermont , Apartment, 1, 1, 2, 1, 100,150, 90
ThirtyWest , Apartment, 3, 4, 6, 1, 102,289.5, 173.7
ThirtyWest , Apartment, 1, 2, 4, 0, 87,120, 144
TwentyThird , Bungalow, 2, 6, 6, 1, 90,174, 104.4
Orchard , Bungalow, 2, 4, 6, 0, 90,161, 193.2
Vermont , Bungalow, 1, 2, 2, 0, 103,171, 205.2
Vermont , Apartment, 2, 6, 4, 0, 102,194, 232.8
Adams , Apartment, 1, 1, 3, 0, 92,150, 180
Adams , Apartment, 2, 6, 5, 0, 94,112, 134.4
Hoover , Apartment, 2, 3, 6, 1, 98,199.5, 119.7
Vermont , Bungalow, 3, 4, 8, 0, 102,191, 229.2
Jefferson , Bungalow, 2, 6, 5, 1, 90,232.5, 139.5
ThirtyWest , Apartment, 3, 3, 6, 1, 105,198, 118.8
Figueroa , Apartment, 1, 2, 3, 1, 87,277.5, 166.5
Menlo , Apartment, 1, 2, 4, 1, 105,153, 91.8
Adams , Bungalow, 3, 5, 7, 1, 88,177, 106.2
Ellendale , Bungalow, 2, 5, 4, 0, 105,168, 201.6
Jefferson , Apartment, 1, 1, 4, 0, 104,115, 138
ThirtyWest , Apartment, 3, 3, 7, 0, 89,164, 196.8
TwentyThird , Apartment, 1, 2, 4, 1, 95,177, 106.2
Ellendale , Apartment, 2, 3, 6, 1, 97,238.5, 143.1
Ellendale , Apartment, 2, 6, 4, 1, 97,207, 124.2
Orchard , Bungalow, 2, 6, 4, 0, 98,114, 136.8
Figueroa , Bungalow, 2, 6, 5, 1, 101,160.5, 96.3
ThirtyWest , Bungalow, 1, 2, 4, 1, 94,204, 122.4
Hoover , Apartment, 1, 1, 4, 0, 93,118, 141.6
Figueroa , Apartment, 3, 4, 6, 0, 97,164, 196.8
TwentyThird , Apartment, 3, 4, 7, 0, 87,110, 132
Hoover , Bungalow, 1, 2, 3, 0, 100,164, 196.8
TwentyThird , Apartment, 2, 4, 6, 1, 88,240, 144
Adams , Bungalow, 1, 2, 2, 0, 88,112, 134.4
Vermont , Apartment, 3, 5, 7, 0, 92,101, 121.2
Orchard , Apartment, 3, 5, 6, 0, 95,166, 199.2
Menlo , Bungalow, 2, 4, 5, 1, 101,267, 160.2
Jefferson , Bungalow, 2, 5, 4, 0, 87,192, 230.4
Jefferson , Bungalow, 1, 2, 4, 1, 85,291, 174.6
Vermont , Apartment, 1, 2, 2, 1, 94,270, 162
Vermont , Bungalow, 2, 5, 4, 0, 102,126, 151.2
Figueroa , Apartment, 2, 5, 5, 1, 100,235.5, 141.3
Menlo , Bungalow, 1, 1, 3, 1, 88,168, 100.8
Hoover , Bungalow, 2, 3, 4, 0, 105,101, 121.2
Hoover , Bungalow, 3, 5, 8, 0, 92,122, 146.4
Menlo , Bungalow, 3, 6, 8, 0, 88,193, 231.6
Orchard , Apartment, 3, 5, 6, 0, 98,182, 218.4
Jefferson , Apartment, 1, 1, 2, 0, 100,169, 202.8
Menlo , Apartment, 2, 5, 6, 0, 92,112, 134.4
TwentyThird , Apartment, 1, 1, 4, 1, 92,262.5, 157.5
Menlo , Apartment, 1, 2, 2, 1, 94,282, 169.2
Adams , Apartment, 1, 2, 2, 1, 91,172.5, 103.5
ThirtyWest , Apartment, 2, 3, 4, 1, 95,211.5, 126.9
Menlo , Apartment, 1, 1, 3, 1, 97,222, 133.2
Figueroa , Apartment, 3, 6, 6, 1, 95,243, 145.8
Menlo , Bungalow, 2, 6, 5, 1, 94,267, 160.2
Figueroa , Apartment, 1, 2, 4, 1, 97,250.5, 150.3
Jefferson , Bungalow, 3, 5, 6, 1, 99,234, 140.4
Hoover , Bungalow, 2, 6, 4, 0, 94,140, 168
ThirtyWest , Bungalow, 1, 1, 3, 0, 98,171, 205.2
Hoover , Bungalow, 2, 3, 4, 1, 92,256.5, 153.9
Figueroa , Apartment, 1, 1, 2, 0, 101,191, 229.2
Jefferson , Apartment, 2, 4, 4, 1, 104,207, 124.2
ThirtyWest , Apartment, 1, 1, 2, 0, 85,108, 129.6
Menlo , Apartment, 1, 1, 3, 0, 101,117, 140.4
Orchard , Bungalow, 2, 5, 5, 0, 100,188, 225.6
Jefferson , Bungalow, 1, 2, 2, 1, 99,160.5, 96.3
Hoover , Bungalow, 3, 4, 6, 1, 98,159, 95.4
Ellendale , Apartment, 2, 5, 6, 0, 105,110, 132
TwentyThird , Apartment, 1, 1, 3, 0, 89,149, 178.8
Adams , Bungalow, 2, 4, 6, 1, 97,156, 93.6
Menlo , Bungalow, 3, 3, 7, 1, 86,172.5, 103.5
Vermont , Apartment, 3, 3, 6, 1, 92,292.5, 175.5
Figueroa , Apartment, 3, 6, 8, 1, 87,162, 97.2
Jefferson , Bungalow, 2, 3, 6, 0, 88,137, 164.4
Adams , Bungalow, 1, 1, 4, 0, 93,147, 176.4
Jefferson , Bungalow, 1, 1, 2, 1, 97,238.5, 143.1
Ellendale , Bungalow, 2, 6, 5, 1, 86,175.5, 105.3
Vermont , Bungalow, 1, 2, 4, 1, 105,204, 122.4
Hoover , Bungalow, 3, 3, 8, 1, 99,193.5, 116.1
Ellendale , Bungalow, 1, 1, 2, 0, 102,184, 220.8
ThirtyWest , Apartment, 1, 2, 4, 0, 87,187, 224.4
Jefferson , Apartment, 1, 1, 4, 0, 96,191, 229.2
Menlo , Bungalow, 3, 3, 6, 0, 95,145, 174
Jefferson , Bungalow, 3, 6, 8, 0, 90,185, 222
ThirtyWest , Apartment, 1, 2, 3, 0, 89,140, 168
Vermont , Apartment, 3, 6, 8, 1, 94,171, 102.6
Orchard , Apartment, 1, 2, 3, 1, 90,163.5, 98.1
Jefferson , Apartment, 2, 3, 6, 0, 103,103, 123.6
Ellendale , Apartment, 3, 3, 8, 0, 94,126, 151.2
Ellendale , Bungalow, 2, 6, 4, 1, 100,268.5, 161.1
Menlo , Bungalow, 1, 2, 3, 1, 95,199.5, 119.7
Hoover , Bungalow, 2, 5, 4, 1, 96,157.5, 94.5
Adams , Apartment, 2, 6, 4, 1, 95,207, 124.2
Adams , Apartment, 1, 2, 2, 1, 88,256.5, 153.9
Vermont , Apartment, 1, 2, 4, 0, 99,112, 134.4
Jefferson , Apartment, 2, 5, 6, 1, 103,157.5, 94.5
Hoover , Apartment, 3, 5, 7, 0, 86,197, 236.4
Hoover , Apartment, 2, 3, 5, 1, 93,180, 108
Menlo , Apartment, 3, 5, 6, 0, 95,115, 138
ThirtyWest , Bungalow, 2, 5, 6, 0, 96,111, 133.2
Ellendale , Bungalow, 1, 1, 4, 0, 105,143, 171.6
Vermont , Bungalow, 2, 4, 6, 1, 98,232.5, 139.5
Jefferson , Bungalow, 3, 6, 6, 0, 90,192, 230.4
Adams , Bungalow, 3, 3, 6, 1, 98,150, 90
Hoover , Apartment, 2, 3, 6, 0, 92,189, 226.8
Ellendale , Apartment, 2, 4, 4, 0, 91,122, 146.4
Hoover , Apartment, 1, 1, 3, 1, 85,267, 160.2
Jefferson , Apartment, 1, 1, 3, 1, 92,300, 180
Hoover , Bungalow, 3, 3, 7, 0, 105,173, 207.6
ThirtyWest , Bungalow, 2, 6, 4, 1, 87,201, 120.6
ThirtyWest , Bungalow, 2, 6, 4, 0, 96,124, 148.8
Vermont , Bungalow, 3, 6, 7, 1, 88,168, 100.8
Orchard , Bungalow, 1, 2, 3, 0, 87,191, 229.2
Menlo , Apartment, 3, 4, 8, 0, 87,190, 228
Hoover , Apartment, 2, 6, 5, 1, 90,184.5, 110.7
Ellendale , Apartment, 1, 2, 2, 1, 94,210, 126
Vermont , Bungalow, 2, 5, 4, 0, 101,115, 138
Jefferson , Apartment, 1, 1, 4, 1, 98,163.5, 98.1
Hoover , Bungalow, 1, 1, 4, 0, 105,156, 187.2
Jefferson , Bungalow, 1, 1, 4, 1, 102,231, 138.6
TwentyThird , Apartment, 3, 4, 7, 1, 97,295.5, 177.3
Orchard , Apartment, 2, 6, 5, 1, 93,235.5, 141.3
TwentyThird , Bungalow, 1, 2, 2, 0, 93,135, 162
Ellendale , Apartment, 2, 6, 4, 0, 98,163, 195.6
Vermont , Apartment, 3, 5, 7, 0, 101,153, 183.6
ThirtyWest , Apartment, 2, 3, 5, 1, 85,247.5, 148.5
Adams , Apartment, 1, 2, 3, 0, 103,176, 211.2
Figueroa , Apartment, 2, 6, 6, 1, 86,192, 115.2
Ellendale , Bungalow, 1, 1, 4, 1, 85,204, 122.4
Jefferson , Bungalow, 3, 6, 6, 1, 102,223.5, 134.1
Jefferson , Bungalow, 1, 2, 3, 1, 92,237, 142.2
TwentyThird , Apartment, 3, 3, 8, 0, 104,175, 210
Orchard , Apartment, 1, 2, 4, 0, 91,200, 240
Hoover , Apartment, 1, 1, 2, 1, 95,201, 120.6
TwentyThird , Apartment, 3, 4, 8, 1, 103,171, 102.6
Jefferson , Bungalow, 1, 1, 2, 1, 100,231, 138.6
Figueroa , Bungalow, 3, 4, 7, 0, 99,126, 151.2
Ellendale , Apartment, 1, 2, 2, 1, 97,240, 144
Hoover , Apartment, 2, 5, 4, 1, 94,171, 102.6
Adams , Apartment, 3, 6, 6, 0, 86,196, 235.2
Menlo , Bungalow, 1, 2, 4, 0, 105,171, 205.2
Vermont , Bungalow, 2, 5, 4, 1, 100,150, 90
TwentyThird , Bungalow, 1, 1, 2, 0, 88,170, 204
Menlo , Bungalow, 2, 6, 6, 1, 88,178.5, 107.1
Hoover , Bungalow, 2, 5, 6, 0, 95,154, 184.8
Vermont , Apartment, 2, 6, 5, 0, 92,164, 196.8
Ellendale , Apartment, 1, 2, 2, 0, 101,138, 165.6
TwentyThird , Apartment, 3, 6, 7, 1, 104,189, 113.4
Figueroa , Bungalow, 3, 6, 8, 1, 98,264, 158.4
ThirtyWest , Apartment, 2, 6, 4, 0, 94,111, 133.2
TwentyThird , Apartment, 2, 3, 6, 1, 96,226.5, 135.9
Vermont , Bungalow, 2, 3, 4, 0, 93,158, 189.6
Figueroa , Bungalow, 3, 4, 8, 0, 93,180, 216
Orchard , Apartment, 1, 2, 2, 1, 85,222, 133.2
Hoover , Apartment, 3, 3, 7, 0, 96,134, 160.8
Jefferson , Bungalow, 1, 2, 4, 0, 89,134, 160.8
Adams , Bungalow, 3, 3, 8, 0, 105,134, 160.8
Jefferson , Bungalow, 3, 4, 6, 0, 105,132, 158.4
TwentyThird , Apartment, 3, 6, 7, 1, 90,235.5, 141.3
Jefferson , Bungalow, 3, 4, 6, 0, 96,150, 180
Orchard , Bungalow, 3, 5, 8, 0, 87,168, 201.6
TwentyThird , Apartment, 3, 6, 8, 1, 87,250.5, 150.3
Figueroa , Bungalow, 2, 4, 4, 1, 98,253.5, 152.1
Ellendale , Bungalow, 3, 4, 6, 0, 101,168, 201.6
ThirtyWest , Bungalow, 1, 1, 2, 1, 96,177, 106.2
Ellendale , Bungalow, 3, 5, 8, 1, 102,157.5, 94.5
Orchard , Apartment, 1, 1, 4, 0, 93,172, 206.4
Adams , Bungalow, 3, 5, 8, 1, 95,225, 135
Adams , Bungalow, 1, 2, 3, 0, 95,140, 168
Adams , Apartment, 1, 2, 2, 0, 90,131, 157.2
Adams , Apartment, 3, 3, 8, 0, 99,176, 211.2
Orchard , Apartment, 1, 1, 3, 1, 102,300, 180
Hoover , Apartment, 1, 2, 2, 0, 98,120, 144
Vermont , Apartment, 1, 1, 4, 1, 91,237, 142.2
Orchard , Bungalow, 2, 6, 4, 0, 90,189, 226.8
Jefferson , Bungalow, 1, 2, 3, 1, 100,205.5, 123.3
TwentyThird , Bungalow, 3, 3, 6, 0, 97,158, 189.6
Jefferson , Apartment, 3, 5, 6, 0, 100,110, 132
Hoover , Bungalow, 3, 3, 6, 0, 104,195, 234
Figueroa , Apartment, 1, 1, 2, 1, 91,277.5, 166.5
Hoover , Apartment, 3, 6, 6, 1, 90,219, 131.4
ThirtyWest , Apartment, 1, 1, 4, 0, 93,112, 134.4
Vermont , Bungalow, 2, 3, 5, 1, 90,241.5, 144.9
Menlo , Apartment, 2, 5, 5, 0, 100,192, 230.4
Adams , Bungalow, 2, 3, 4, 1, 94,186, 111.6
TwentyThird , Apartment, 2, 5, 5, 0, 100,167, 200.4
Ellendale , Apartment, 3, 3, 7, 1, 103,199.5, 119.7
Jefferson , Apartment, 3, 3, 6, 0, 103,155, 186
Orchard , Apartment, 1, 1, 2, 1, 93,193.5, 116.1
Figueroa , Apartment, 3, 3, 7, 0, 99,137, 164.4
ThirtyWest , Apartment, 1, 2, 4, 0, 103,170, 204
Vermont , Bungalow, 3, 4, 7, 0, 88,198, 237.6
Figueroa , Bungalow, 3, 3, 6, 0, 101,115, 138
Menlo , Bungalow, 3, 4, 7, 0, 94,117, 140.4
Orchard , Bungalow, 3, 6, 6, 1, 103,226.5, 135.9
Hoover , Bungalow, 2, 6, 5, 0, 105,130, 156
Adams , Apartment, 2, 5, 5, 0, 91,178, 213.6
Adams , Bungalow, 2, 4, 5, 0, 86,115, 138
Jefferson , Apartment, 2, 5, 5, 0, 86,131, 157.2
Menlo , Bungalow, 1, 1, 2, 1, 99,258, 154.8
Jefferson , Bungalow, 3, 5, 6, 1, 86,204, 122.4
Vermont , Bungalow, 2, 6, 6, 0, 98,110, 132
Figueroa , Apartment, 2, 4, 5, 1, 105,259.5, 155.7
Hoover , Apartment, 1, 2, 3, 1, 105,238.5, 143.1
ThirtyWest , Bungalow, 2, 4, 5, 0, 92,135, 162
Vermont , Apartment, 3, 6, 8, 1, 86,208.5, 125.1
Jefferson , Apartment, 2, 6, 4, 0, 94,112, 134.4
Adams , Apartment, 2, 3, 4, 1, 103,163.5, 98.1
Orchard , Apartment, 2, 3, 6, 1, 85,294, 176.4
Hoover , Apartment, 2, 5, 6, 1, 88,210, 126
ThirtyWest , Apartment, 3, 3, 7, 0, 85,120, 144
Hoover , Apartment, 2, 6, 6, 1, 105,268.5, 161.1
ThirtyWest , Bungalow, 3, 6, 8, 0, 103,181, 217.2
Menlo , Apartment, 1, 2, 2, 1, 102,201, 120.6
Figueroa , Bungalow, 3, 4, 6, 0, 95,183, 219.6
Vermont , Apartment, 2, 6, 5, 1, 93,247.5, 148.5
ThirtyWest , Apartment, 2, 4, 5, 1, 86,177, 106.2
Orchard , Apartment, 2, 5, 5, 1, 92,258, 154.8
Hoover , Apartment, 1, 1, 2, 0, 89,179, 214.8
ThirtyWest , Apartment, 2, 6, 5, 0, 89,112, 134.4
Ellendale , Bungalow, 2, 5, 4, 0, 97,140, 168
Hoover , Bungalow, 3, 4, 6, 1, 88,150, 90
Jefferson , Bungalow, 1, 2, 3, 0, 91,188, 225.6
Menlo , Bungalow, 3, 5, 6, 1, 91,234, 140.4
Menlo , Bungalow, 1, 1, 3, 1, 87,253.5, 152.1
Ellendale , Bungalow, 3, 5, 6, 1, 102,160.5, 96.3
Ellendale , Bungalow, 3, 4, 7, 0, 97,180, 216
Jefferson , Apartment, 3, 6, 6, 0, 97,176, 211.2
ThirtyWest , Apartment, 2, 5, 5, 0, 100,130, 156
ThirtyWest , Apartment, 1, 2, 4, 0, 87,185, 222
Hoover , Apartment, 3, 5, 6, 1, 101,220.5, 132.3
Hoover , Apartment, 1, 1, 2, 1, 104,276, 165.6
Ellendale , Apartment, 3, 6, 6, 0, 101,108, 129.6
TwentyThird , Apartment, 2, 3, 4, 1, 91,246, 147.6
Adams , Apartment, 3, 5, 8, 1, 105,168, 100.8
Menlo , Apartment, 3, 5, 7, 0, 96,119, 142.8
Figueroa , Apartment, 2, 5, 6, 1, 85,190.5, 114.3
Vermont , Bungalow, 2, 4, 4, 0, 86,177, 212.4
TwentyThird , Bungalow, 3, 4, 6, 1, 94,268.5, 161.1
Adams , Bungalow, 1, 1, 2, 0, 100,188, 225.6
ThirtyWest , Apartment, 1, 1, 2, 0, 99,176, 211.2
Orchard , Apartment, 1, 2, 4, 1, 87,274.5, 164.7
ThirtyWest , Apartment, 1, 1, 4, 0, 87,161, 193.2
Vermont , Bungalow, 1, 2, 4, 1, 85,291, 174.6
Jefferson , Apartment, 1, 2, 4, 1, 98,235.5, 141.3
Ellendale , Apartment, 2, 5, 5, 1, 93,189, 113.4
Adams , Bungalow, 1, 1, 3, 0, 85,148, 177.6
ThirtyWest , Apartment, 1, 1, 2, 0, 91,126, 151.2
Hoover , Bungalow, 3, 6, 6, 1, 104,283.5, 170.1
Hoover , Apartment, 2, 6, 4, 1, 93,241.5, 144.9
Orchard , Bungalow, 3, 4, 7, 0, 90,162, 194.4
ThirtyWest , Bungalow, 2, 4, 6, 0, 101,136, 163.2
Orchard , Bungalow, 2, 3, 6, 0, 87,114, 136.8
Orchard , Apartment, 2, 6, 6, 0, 102,195, 234
Adams , Bungalow, 2, 6, 6, 1, 94,207, 124.2
ThirtyWest , Apartment, 3, 3, 7, 1, 85,255, 153
Jefferson , Apartment, 3, 4, 8, 1, 85,268.5, 161.1
Menlo , Apartment, 3, 5, 7, 1, 89,168, 100.8
Hoover , Bungalow, 3, 4, 7, 1, 93,295.5, 177.3
Hoover , Bungalow, 2, 3, 4, 0, 104,187, 224.4
Ellendale , Bungalow, 3, 3, 7, 1, 89,156, 93.6
Adams , Bungalow, 3, 5, 6, 1, 90,177, 106.2
Figueroa , Bungalow, 2, 6, 4, 1, 88,226.5, 135.9
Jefferson , Apartment, 3, 4, 8, 0, 100,137, 164.4
Vermont , Bungalow, 2, 3, 5, 0, 85,141, 169.2
TwentyThird , Bungalow, 1, 2, 4, 1, 105,222, 133.2
Orchard , Bungalow, 2, 6, 6, 1, 97,295.5, 177.3
TwentyThird , Bungalow, 1, 1, 2, 0, 105,126, 151.2
TwentyThird , Bungalow, 1, 2, 3, 0, 91,109, 130.8
Figueroa , Apartment, 1, 1, 2, 1, 88,160.5, 96.3
Jefferson , Apartment, 1, 2, 2, 0, 101,133, 159.6
Ellendale , Bungalow, 2, 3, 5, 1, 94,205.5, 123.3
Hoover , Apartment, 2, 5, 5, 0, 99,117, 140.4
Hoover , Apartment, 2, 6, 4, 1, 92,276, 165.6
Hoover , Apartment, 2, 4, 6, 1, 101,271.5, 162.9
Figueroa , Apartment, 2, 5, 4, 0, 90,140, 168
Vermont , Bungalow, 2, 3, 5, 0, 96,180, 216
Vermont , Bungalow, 2, 5, 4, 0, 98,169, 202.8
ThirtyWest , Apartment, 2, 6, 6, 1, 97,178.5, 107.1
Adams , Bungalow, 2, 4, 5, 0, 99,155, 186
Adams , Bungalow, 2, 3, 5, 1, 90,300, 180
Vermont , Bungalow, 3, 3, 8, 1, 87,262.5, 157.5
Ellendale , Apartment, 2, 4, 6, 1, 94,178.5, 107.1
ThirtyWest , Bungalow, 3, 6, 6, 1, 87,163.5, 98.1
Figueroa , Bungalow, 1, 1, 3, 1, 102,234, 140.4
Figueroa , Apartment, 1, 1, 2, 1, 89,220.5, 132.3
ThirtyWest , Apartment, 1, 1, 4, 0, 101,107, 128.4
Menlo , Bungalow, 1, 1, 3, 1, 105,219, 131.4
Jefferson , Bungalow, 2, 5, 6, 1, 88,240, 144
Hoover , Apartment, 2, 5, 5, 1, 95,259.5, 155.7
Menlo , Apartment, 3, 6, 8, 0, 86,115, 138
TwentyThird , Apartment, 3, 4, 7, 0, 98,124, 148.8
TwentyThird , Apartment, 2, 3, 4, 0, 99,106, 127.2
Orchard , Apartment, 1, 2, 2, 0, 98,196, 235.2
ThirtyWest , Apartment, 1, 2, 4, 0, 97,161, 193.2
TwentyThird , Bungalow, 1, 1, 4, 1, 92,253.5, 152.1
Hoover , Apartment, 3, 3, 8, 0, 87,104, 124.8
Figueroa , Apartment, 2, 6, 4, 0, 96,109, 130.8
ThirtyWest , Apartment, 2, 3, 5, 0, 86,120, 144
Hoover , Bungalow, 2, 3, 4, 1, 86,180, 108
Figueroa , Bungalow, 2, 3, 6, 1, 93,295.5, 177.3
Figueroa , Bungalow, 2, 6, 6, 0, 105,175, 210
Adams , Apartment, 1, 1, 4, 0, 85,127, 152.4
Ellendale , Bungalow, 3, 5, 7, 0, 92,130, 156
Ellendale , Bungalow, 3, 4, 7, 0, 95,155, 186
Jefferson , Bungalow, 1, 1, 2, 1, 85,154.5, 92.7
ThirtyWest , Bungalow, 3, 5, 7, 1, 86,249, 149.4
Hoover , Bungalow, 1, 2, 3, 0, 91,149, 178.8
ThirtyWest , Bungalow, 1, 1, 4, 1, 95,270, 162
ThirtyWest , Apartment, 3, 3, 6, 0, 88,171, 205.2
Ellendale , Bungalow, 2, 5, 5, 1, 90,285, 171
TwentyThird , Apartment, 3, 4, 7, 1, 90,253.5, 152.1
Jefferson , Bungalow, 3, 5, 6, 1, 103,231, 138.6
